season,round,position,position_text,classification,status,points,grid,laps
2001,11,5,5,classified,+1 Lap,2,7,59
2001,11,6,6,classified,+1 Lap,1,9,59
2001,11,7,7,classified,+1 Lap,0,5,59
2001,11,8,8,classified,+1 Lap,0,12,59
2001,11,9,9,classified,+1 Lap,0,15,59
2001,11,10,10,classified,+2 Laps,0,17,58
2001,11,11,11,classified,+2 Laps,0,14,58
2001,11,12,12,classified,+2 Laps,0,13,58
2001,11,13,13,classified,+2 Laps,0,19,58
2001,11,14,14,classified,+2 Laps,0,20,58
2001,11,15,15,classified,+2 Laps,0,18,58
2001,11,16,16,classified,+3 Laps,0,21,57
2001,11,17,R,retired,Engine,0,10,36
2001,11,18,R,retired,Engine,0,16,6
2001,11,19,R,retired,Suspension,0,3,2
2001,11,20,R,retired,Collision,0,4,0
2001,11,21,R,retired,Collision,0,11,0
2001,12,1,1,classified,Finished,10,2,45
2001,12,2,2,classified,Finished,6,6,45
2001,12,3,3,classified,Finished,4,12,45
2001,12,4,4,classified,Finished,3,17,45
2001,12,5,5,classified,Finished,2,18,45
2001,12,6,6,classified,Finished,1,14,45
2001,12,7,7,classified,Finished,0,13,45
2001,12,8,8,classified,+1 Lap,0,19,44
2001,12,9,9,classified,+1 Lap,0,20,44
2001,12,10,10,classified,+1 Lap,0,21,44
2001,12,11,R,retired,Hydraulics,0,10,34
2001,12,12,R,retired,Engine,0,5,27
2001,12,13,R,retired,Gearbox,0,22,26
2001,12,14,R,retired,Engine,0,1,24
2001,12,15,R,retired,Fuel pressure,0,4,23
2001,12,16,R,retired,Spun off,0,16,23
2001,12,17,R,retired,Halfshaft,0,8,16
2001,12,18,R,retired,Fuel pressure,0,11,16
2001,12,19,R,retired,Engine,0,3,13
2001,12,20,R,retired,Collision,0,15,7
2001,12,21,R,retired,Collision,0,7,0
2001,12,22,R,retired,Collision,0,9,0
2001,13,1,1,classified,Finished,10,1,77
2001,13,2,2,classified,Finished,6,3,77
2001,13,3,3,classified,Finished,4,2,77
2001,13,4,4,classified,Finished,3,4,77
2001,13,5,5,classified,Finished,2,6,77
2001,13,6,6,classified,+1 Lap,1,7,76
2001,13,7,7,classified,+1 Lap,0,9,76
2001,13,8,8,classified,+1 Lap,0,8,76
2001,13,9,9,classified,+2 Laps,0,10,75
2001,13,10,10,classified,+2 Laps,0,12,75
2001,13,11,11,classified,+2 Laps,0,13,75
2001,13,12,12,classified,+3 Laps,0,21,74
2001,13,13,R,retired,Engine,0,15,67
2001,13,14,R,retired,Spun off,0,16,63
2001,13,15,R,retired,Oil pressure,0,22,63
2001,13,16,R,retired,Electrical,0,11,58
2001,13,17,R,retired,Hydraulics,0,5,53
2001,13,18,R,retired,Brakes,0,18,37
2001,13,19,R,retired,Spun off,0,17,34
2001,13,20,R,retired,Spun off,0,20,11
2001,13,21,R,retired,Spun off,0,19,8
2001,13,22,R,retired,Spun off,0,14,0
2001,14,1,1,classified,Finished,10,3,36
2001,14,2,2,classified,Finished,6,9,36
2001,14,3,3,classified,Finished,4,8,36
2001,14,4,4,classified,Finished,3,7,36
2001,14,5,5,classified,Finished,2,5,36
2001,14,6,6,classified,Finished,1,13,36
2001,14,7,7,classified,Finished,0,2,36
2001,14,8,8,classified,Finished,0,6,36
2001,14,9,9,classified,+1 Lap,0,4,35
2001,14,10,10,classified,+1 Lap,0,19,35
2001,14,11,11,classified,+1 Lap,0,11,35
2001,14,12,12,classified,+1 Lap,0,21,35
2001,14,13,13,classified,+5 Laps,0,22,31
2001,14,14,R,retired,Engine,0,16,31
2001,14,15,R,retired,Spun off,0,15,17
2001,14,16,R,retired,Engine,0,1,1
2001,14,17,R,retired,Collision,0,10,1
2001,14,18,R,retired,Collision,0,14,0
2001,14,19,R,retired,Transmission,0,12,0
2001,14,20,R,retired,Collision,0,17,0
2001,14,21,R,retired,Collision,0,18,0
2001,14,22,R,retired,Gearbox,0,20,0
2001,15,1,1,classified,Finished,10,1,53
2001,15,2,2,classified,Finished,6,2,53
2001,15,3,3,classified,Finished,4,4,53
2001,15,4,4,classified,Finished,3,3,53
2001,15,5,5,classified,Finished,2,10,53
2001,15,6,6,classified,Finished,1,15,53
2001,15,7,7,classified,Finished,0,9,53
2001,15,8,8,classified,+1 Lap,0,16,52
2001,15,9,9,classified,+1 Lap,0,17,52
2001,15,10,10,classified,+1 Lap,0,14,52
2001,15,11,11,classified,+1 Lap,0,8,52
2001,15,12,12,classified,+1 Lap,0,20,52
2001,15,13,13,classified,+2 Laps,0,21,51
2001,15,14,R,retired,Crankshaft,0,18,46
2001,15,15,R,retired,Spun off,0,22,44
2001,15,16,R,retired,Gearbox,0,12,28
2001,15,17,R,retired,Fuel pressure,0,19,25
2001,15,18,R,retired,Gearbox,0,7,19
2001,15,19,R,retired,Engine,0,13,14
2001,15,20,R,retired,Engine,0,6,6
2001,15,21,R,retired,Engine,0,11,4
2001,15,22,R,retired,Collision,0,5,0
2001,16,1,1,classified,Finished,10,4,73
2001,16,2,2,classified,Finished,6,1,73
2001,16,3,3,classified,Finished,4,7,73
2001,16,4,4,classified,Finished,3,8,73
2001,16,5,5,classified,Finished,2,14,73
2001,16,6,6,classified,Finished,1,6,73
2001,16,7,7,classified,+1 Lap,0,9,72
2001,16,8,8,classified,+1 Lap,0,12,72
2001,16,9,9,classified,+1 Lap,0,10,72
2001,16,10,10,classified,+1 Lap,0,15,72
2001,16,11,11,classified,+1 Lap,0,13,72
2001,16,12,12,classified,+1 Lap,0,16,72
2001,16,13,13,classified,+1 Lap,0,19,72
2001,16,14,14,classified,+1 Lap,0,21,72
2001,16,15,15,classified,Engine,0,5,71
2001,16,16,R,retired,Suspension,0,18,45
2001,16,17,R,retired,Engine,0,20,44
2001,16,18,R,retired,Hydraulics,0,3,38
2001,16,19,R,retired,Gearbox,0,22,38
2001,16,20,R,retired,Spun off,0,2,36
2001,16,21,R,retired,Driveshaft,0,17,36
2001,16,22,R,retired,Driveshaft,0,11,2
2001,17,1,1,classified,Finished,10,1,53
2001,17,2,2,classified,Finished,6,2,53
2001,17,3,3,classified,Finished,4,7,53
2001,17,4,4,classified,Finished,3,5,53
2001,17,5,5,classified,Finished,2,4,53
2001,17,6,6,classified,Finished,1,3,53
2001,17,7,7,classified,Finished,0,9,53
2001,17,8,8,classified,+1 Lap,0,8,52
2001,17,9,9,classified,+1 Lap,0,10,52
2001,17,10,10,classified,+1 Lap,0,14,52
2001,17,11,11,classified,+1 Lap,0,18,52
2001,17,12,12,classified,+1 Lap,0,15,52
2001,17,13,13,classified,+2 Laps,0,17,51
2001,17,14,14,classified,+2 Laps,0,20,51
2001,17,15,15,classified,+2 Laps,0,21,51
2001,17,16,16,classified,+3 Laps,0,22,50
2001,17,17,17,classified,Gearbox,0,6,47
2001,17,18,R,retired,Oil leak,0,16,45
2001,17,19,R,retired,Brakes,0,19,42
2001,17,20,R,retired,Fuel rig,0,13,24
2001,17,21,R,retired,Collision,0,12,5
2001,17,22,R,retired,Collision,0,11,5
2002,1,1,1,classified,Finished,10,2,58
2002,1,2,2,classified,Finished,6,6,58
2002,1,3,3,classified,Finished,4,5,58
2002,1,4,4,classified,+1 Lap,3,19,57
2002,1,5,5,classified,+2 Laps,2,18,56
2002,1,6,6,classified,+2 Laps,1,14,56
2002,1,7,7,classified,+3 Laps,0,21,55
2002,1,8,8,classified,+5 Laps,0,20,53
2002,1,9,R,retired,Gearbox,0,4,33
2002,1,10,R,retired,Broken wing,0,13,27
2002,1,11,D,disqualified,Disqualified,0,15,16
2002,1,12,D,disqualified,Disqualified,0,17,15
2002,1,13,R,retired,Electrical,0,22,12
2002,1,14,R,retired,Spun off,0,7,8
2002,1,15,R,retired,Collision,0,1,0
2002,1,16,R,retired,Collision,0,3,0
2002,1,17,R,retired,Collision,0,8,0
2002,1,18,R,retired,Collision,0,9,0
2002,1,19,R,retired,Collision,0,10,0
2002,1,20,R,retired,Collision,0,11,0
2002,1,21,R,retired,Collision,0,12,0
2002,1,22,R,retired,Collision,0,16,0
2002,2,1,1,classified,Finished,10,4,56
2002,2,2,2,classified,Finished,6,2,56
2002,2,3,3,classified,Finished,4,1,56
2002,2,4,4,classified,Finished,3,8,56
2002,2,5,5,classified,+1 Lap,2,7,55
2002,2,6,6,classified,+1 Lap,1,14,55
2002,2,7,7,classified,+1 Lap,0,19,55
2002,2,8,8,classified,+1 Lap,0,13,55
2002,2,9,9,classified,+2 Laps,0,15,54
2002,2,10,10,classified,+2 Laps,0,17,54
2002,2,11,11,classified,+2 Laps,0,11,54
2002,2,12,12,classified,+3 Laps,0,10,53
2002,2,13,13,classified,+3 Laps,0,9,53
2002,2,14,R,retired,Engine,0,3,39
2002,2,15,R,retired,Electrical,0,21,34
2002,2,16,R,retired,Hydraulics,0,20,30
2002,2,17,R,retired,Gearbox,0,22,29
2002,2,18,R,retired,Engine,0,5,24
2002,2,19,R,retired,Fuel,0,16,20
2002,2,20,R,retired,Engine,0,6,15
2002,2,21,R,retired,Clutch,0,18,9
2002,2,22,R,retired,Overheating,0,12,9
2002,3,1,1,classified,Finished,10,2,71
2002,3,2,2,classified,Finished,6,3,71
2002,3,3,3,classified,Finished,4,4,71
2002,3,4,4,classified,Finished,3,7,71
2002,3,5,5,classified,Finished,2,1,71
2002,3,6,6,classified,+1 Lap,1,10,70
2002,3,7,7,classified,+1 Lap,0,13,70
2002,3,8,8,classified,+1 Lap,0,11,70
2002,3,9,9,classified,+2 Laps,0,19,69
2002,3,10,10,classified,Engine,0,15,68
2002,3,11,11,classified,+3 Laps,0,20,68
2002,3,12,12,classified,Wheel rim,0,5,67
2002,3,13,13,classified,+4 Laps,0,22,67
2002,3,14,R,retired,Brakes,0,9,61
2002,3,15,R,retired,Engine,0,6,60
2002,3,16,R,retired,Collision,0,12,41
2002,3,17,R,retired,Spun off,0,16,40
2002,3,18,R,retired,Gearbox,0,17,25
2002,3,19,R,retired,Suspension,0,18,25
2002,3,20,R,retired,Suspension,0,21,19
2002,3,21,R,retired,Hydraulics,0,8,16
2002,3,22,R,retired,Engine,0,14,6
2002,4,1,1,classified,Finished,10,1,62
2002,4,2,2,classified,Finished,6,2,62
2002,4,3,3,classified,Finished,4,3,62
2002,4,4,4,classified,Finished,3,4,62
2002,4,5,5,classified,Finished,2,9,62
2002,4,6,6,classified,+1 Lap,1,6,61
2002,4,7,7,classified,+1 Lap,0,10,61
2002,4,8,8,classified,+1 Lap,0,11,61
2002,4,9,9,classified,+1 Lap,0,8,61
2002,4,10,10,classified,+1 Lap,0,7,61
2002,4,11,11,classified,+2 Laps,0,19,60
2002,4,12,R,retired,Power loss,0,20,50
2002,4,13,R,retired,Driveshaft,0,18,45
2002,4,14,R,retired,Exhaust,0,5,44
2002,4,15,R,retired,Throttle,0,12,44
2002,4,16,R,retired,Driveshaft,0,22,30
2002,4,17,R,retired,Gearbox,0,16,26
2002,4,18,R,retired,Power loss,0,13,25
2002,4,19,R,retired,Hydraulics,0,15,19
2002,4,20,R,retired,Gearbox,0,14,5
2002,4,21,R,retired,Electrical,0,17,0
2002,5,1,1,classified,Finished,10,1,65
2002,5,2,2,classified,Finished,6,4,65
2002,5,3,3,classified,Finished,4,7,65
2002,5,4,4,classified,Finished,3,8,65
2002,5,5,5,classified,Finished,2,11,65
2002,5,6,6,classified,Finished,1,10,65
2002,5,7,7,classified,+1 Lap,0,15,64
2002,5,8,8,classified,+1 Lap,0,19,64
2002,5,9,9,classified,+1 Lap,0,17,64
2002,5,10,10,classified,Engine,0,9,63
2002,5,11,11,classified,Engine,0,3,63
2002,5,12,12,classified,Hydraulics,0,6,60
2002,5,13,R,retired,Exhaust,0,13,43
2002,5,14,R,retired,Hydraulics,0,22,41
2002,5,15,R,retired,Hydraulics,0,14,40
2002,5,16,R,retired,Spun off,0,18,10
2002,5,17,R,retired,Hydraulics,0,12,5
2002,5,18,R,retired,Rear wing,0,5,4
2002,5,19,R,retired,Spun off,0,16,2
2002,5,20,W,withdrawn,Gearbox,0,2,0
2002,5,21,W,withdrawn,Safety,0,20,0
2002,5,22,W,withdrawn,Safety,0,21,0
2002,6,1,1,classified,Finished,10,3,71
2002,6,2,2,classified,Finished,6,1,71
2002,6,3,3,classified,Finished,4,4,71
2002,6,4,4,classified,Finished,3,2,71
2002,6,5,5,classified,Finished,2,15,71
2002,6,6,6,classified,Finished,1,8,71
2002,6,7,7,classified,Finished,0,13,71
2002,6,8,8,classified,Finished,0,10,71
2002,6,9,9,classified,Finished,0,14,71
2002,6,10,10,classified,+1 Lap,0,17,70
2002,6,11,11,classified,+2 Laps,0,11,69
2002,6,12,12,classified,+2 Laps,0,21,69
2002,6,13,R,retired,Fuel pressure,0,16,44
2002,6,14,R,retired,Engine,0,22,42
2002,6,15,R,retired,Hydraulics,0,20,38
2002,6,16,R,retired,Collision,0,5,27
2002,6,17,R,retired,Collision,0,18,26
2002,6,18,R,retired,Engine,0,9,22
2002,6,19,R,retired,Suspension,0,7,7
2002,6,20,R,retired,Engine,0,6,5
2002,6,21,R,retired,Collision,0,12,2
2002,6,22,R,retired,Throttle,0,19,0
2002,7,1,1,classified,Finished,10,2,78
2002,7,2,2,classified,Finished,6,3,78
2002,7,3,3,classified,Finished,4,4,78
2002,7,4,4,classified,+1 Lap,3,7,77
2002,7,5,5,classified,+1 Lap,2,11,77
2002,7,6,6,classified,+1 Lap,1,12,77
2002,7,7,7,classified,+1 Lap,0,5,77
2002,7,8,8,classified,+2 Laps,0,15,76
2002,7,9,9,classified,+2 Laps,0,19,76
2002,7,10,10,classified,+2 Laps,0,17,76
2002,7,11,11,classified,+2 Laps,0,20,76
2002,7,12,12,classified,+2 Laps,0,21,76
2002,7,13,R,retired,Brakes,0,9,69
2002,7,14,R,retired,Accident,0,13,63
2002,7,15,R,retired,Collision,0,18,51
2002,7,16,R,retired,Collision,0,8,51
2002,7,17,R,retired,Engine,0,1,46
2002,7,18,R,retired,Mechanical,0,14,44
2002,7,19,R,retired,Collision,0,6,41
2002,7,20,R,retired,Accident,0,22,29
2002,7,21,R,retired,Spun off,0,16,22
2002,7,22,R,retired,Accident,0,10,15
2002,8,1,1,classified,Finished,10,2,70
2002,8,2,2,classified,Finished,6,8,70
2002,8,3,3,classified,Finished,4,3,70
2002,8,4,4,classified,Finished,3,5,70
2002,8,5,5,classified,Finished,2,6,70
2002,8,6,6,classified,Finished,1,10,70
2002,8,7,7,classified,Engine,0,4,70
2002,8,8,8,classified,+1 Lap,0,11,69
2002,8,9,9,classified,+1 Lap,0,12,69
2002,8,10,10,classified,+1 Lap,0,15,69
2002,8,11,11,classified,+1 Lap,0,21,69
2002,8,12,12,classified,+1 Lap,0,7,69
2002,8,13,13,classified,+1 Lap,0,19,69
2002,8,14,14,classified,+2 Laps,0,22,68
2002,8,15,15,classified,Gearbox,0,13,65
2002,8,16,R,retired,Engine,0,1,56
2002,8,17,R,retired,Spun off,0,20,45
2002,8,18,R,retired,Overheating,0,14,41
2002,8,19,R,retired,Brakes,0,18,41
2002,8,20,R,retired,Gearbox,0,16,29
2002,8,21,R,retired,Suspension,0,17,16
2002,8,22,R,retired,Oil pressure,0,9,8
2002,9,1,1,classified,Finished,10,4,60
2002,9,2,2,classified,Finished,6,3,60
2002,9,3,3,classified,Finished,4,6,60
2002,9,4,4,classified,Finished,3,2,60
2002,9,5,5,classified,Finished,2,8,60
2002,9,6,6,classified,+1 Lap,1,11,59
2002,9,7,7,classified,+1 Lap,0,9,59
2002,9,8,8,classified,+1 Lap,0,7,59
2002,9,9,9,classified,+1 Lap,0,12,59
2002,9,10,10,classified,+1 Lap,0,16,59
2002,9,11,11,classified,+1 Lap,0,21,59
2002,9,12,12,classified,+1 Lap,0,19,59
2002,9,13,13,classified,+1 Lap,0,15,59
2002,9,14,14,classified,+1 Lap,0,13,59
2002,9,15,15,classified,+2 Laps,0,20,58
2002,9,16,16,classified,+2 Laps,0,14,58
2002,9,17,R,retired,Gearbox,0,10,51
2002,9,18,R,retired,Hydraulics,0,22,48
2002,9,19,R,retired,Hydraulics,0,17,41
2002,9,20,R,retired,Collision,0,1,27
2002,9,21,R,retired,Collision,0,5,27
2002,9,22,R,retired,Accident,0,18,26
2002,10,1,1,classified,Finished,10,3,60
2002,10,2,2,classified,Finished,6,2,60
2002,10,3,3,classified,Finished,4,1,60
2002,10,4,4,classified,+1 Lap,3,9,59
2002,10,5,5,classified,+1 Lap,2,13,59
2002,10,6,6,classified,+1 Lap,1,10,59
2002,10,7,7,classified,+1 Lap,0,17,59
2002,10,8,8,classified,+1 Lap,0,4,59
2002,10,9,9,classified,+1 Lap,0,11,59
2002,10,10,10,classified,+2 Laps,0,6,58
2002,10,11,11,classified,+2 Laps,0,21,58
2002,10,12,12,classified,Wheel,0,12,54
2002,10,13,R,retired,Engine,0,14,50
2002,10,14,R,retired,Engine,0,5,44
2002,10,15,R,retired,Electronics,0,7,29
2002,10,16,R,retired,Driveshaft,0,18,28
2002,10,17,R,retired,Spun off,0,19,23
2002,10,18,R,retired,Engine,0,16,20
2002,10,19,R,retired,Drivetrain,0,8,15
2002,10,20,R,retired,Clutch,0,20,9
2002,10,21,R,retired,Clutch,0,15,0
2002,11,1,1,classified,Finished,10,2,72
2002,11,2,2,classified,Finished,6,4,72
2002,11,3,3,classified,Finished,4,6,72
2002,11,4,4,classified,Finished,3,1,72
2002,11,5,5,classified,Finished,2,5,72
2002,11,6,6,classified,+1 Lap,1,7,71
2002,11,7,7,classified,+1 Lap,0,10,71
2002,11,8,8,classified,+1 Lap,0,18,71
2002,11,9,9,classified,+2 Laps,0,15,70
2002,11,10,10,classified,+4 Laps,0,19,68
2002,11,11,11,classified,Engine,0,17,65
2002,11,12,R,retired,Rear wing,0,9,52
2002,11,13,R,retired,Engine,0,8,49
2002,11,14,R,retired,Mechanical,0,12,48
2002,11,15,R,retired,Engine,0,16,48
2002,11,16,R,retired,Engine,0,13,35
2002,11,17,R,retired,Accident,0,11,29
2002,11,18,R,retired,Spun off,0,14,23
2002,11,19,W,withdrawn,Ignition,0,3,0
2002,11,22,R,retired,Injury,0,0,0
2002,12,1,1,classified,Finished,10,1,67
2002,12,2,2,classified,Finished,6,4,67
2002,12,3,3,classified,Finished,4,2,67
2002,12,4,4,classified,Finished,3,3,67
2002,12,5,5,classified,+1 Lap,2,9,66
2002,12,6,6,classified,+1 Lap,1,10,66
2002,12,7,7,classified,+1 Lap,0,14,66
2002,12,8,8,classified,+1 Lap,0,12,66
2002,12,9,9,classified,+1 Lap,0,19,66
2002,12,10,R,retired,Engine,0,6,59
2002,12,11,R,retired,Spun off,0,5,59
2002,12,12,R,retired,Brakes,0,16,57
2002,12,13,R,retired,Engine,0,18,48
2002,12,14,R,retired,Engine,0,7,39
2002,12,15,R,retired,Spun off,0,8,36
2002,12,16,R,retired,Gearbox,0,11,27
2002,12,17,R,retired,Engine,0,13,24
2002,12,18,R,retired,Engine,0,17,23
2002,12,19,R,retired,Hydraulics,0,21,23
2002,12,20,R,retired,Hydraulics,0,15,18
2002,12,21,R,retired,Transmission,0,20,0
2002,13,1,1,classified,Finished,10,1,77
2002,13,2,2,classified,Finished,6,2,77
2002,13,3,3,classified,Finished,4,3,77
2002,13,4,4,classified,Finished,3,11,77
2002,13,5,5,classified,Finished,2,10,77
2002,13,6,6,classified,Finished,1,5,77
2002,13,7,7,classified,Finished,0,7,77
2002,13,8,8,classified,+1 Lap,0,6,76
2002,13,9,9,classified,+1 Lap,0,8,76
2002,13,10,10,classified,+1 Lap,0,14,76
2002,13,11,11,classified,+1 Lap,0,4,76
2002,13,12,12,classified,+1 Lap,0,12,76
2002,13,13,13,classified,+2 Laps,0,15,75
2002,13,14,14,classified,+2 Laps,0,18,75
2002,13,15,15,classified,+2 Laps,0,17,75
2002,13,16,16,classified,+2 Laps,0,19,75
2002,13,17,R,retired,Spun off,0,20,58
2002,13,18,R,retired,Spun off,0,9,30
2002,13,19,R,retired,Engine,0,16,23
2002,13,20,R,retired,Transmission,0,13,20
2002,14,1,1,classified,Finished,10,1,44
2002,14,2,2,classified,Finished,6,3,44
2002,14,3,3,classified,Finished,4,5,44
2002,14,4,4,classified,Finished,3,6,44
2002,14,5,5,classified,Finished,2,4,44
2002,14,6,6,classified,Finished,1,8,44
2002,14,7,7,classified,Finished,0,9,44
2002,14,8,8,classified,Finished,0,12,44
2002,14,9,9,classified,+1 Lap,0,13,43
2002,14,10,10,classified,+1 Lap,0,18,43
2002,14,11,11,classified,+1 Lap,0,16,43
2002,14,12,12,classified,Engine,0,15,39
2002,14,13,R,retired,Engine,0,14,38
2002,14,14,R,retired,Suspension,0,11,37
2002,14,15,R,retired,Engine,0,17,37
2002,14,16,R,retired,Engine,0,2,35
2002,14,17,R,retired,Engine,0,7,35
2002,14,18,R,retired,Spun off,0,20,17
2002,14,19,R,retired,Engine,0,10,10
2002,14,20,R,retired,Gearbox,0,19,4
2002,15,1,1,classified,Finished,10,4,53
2002,15,2,2,classified,Finished,6,2,53
2002,15,3,3,classified,Finished,4,5,53
2002,15,4,4,classified,Finished,3,11,53
2002,15,5,5,classified,Finished,2,17,53
2002,15,6,6,classified,Finished,1,16,53
2002,15,7,7,classified,Finished,0,7,53
2002,15,8,8,classified,Finished,0,12,53
2002,15,9,9,classified,Finished,0,9,53
2002,15,10,10,classified,Finished,0,15,53
2002,15,11,11,classified,+1 Lap,0,10,52
2002,15,12,12,classified,+1 Lap,0,18,52
2002,15,13,13,classified,+6 Laps,0,20,47
2002,15,14,R,retired,Chassis,0,1,33
2002,15,15,R,retired,Engine,0,6,29
2002,15,16,R,retired,Engine,0,19,20
2002,15,17,R,retired,Collision,0,14,16
2002,15,18,R,retired,Collision,0,8,15
2002,15,19,R,retired,Suspension,0,13,12
2002,15,20,R,retired,Engine,0,3,4
2002,16,1,1,classified,Finished,10,2,73
2002,16,2,2,classified,Finished,6,1,73
2002,16,3,3,classified,Finished,4,3,73
2002,16,4,4,classified,Finished,3,4,73
2002,16,5,5,classified,Finished,2,8,73
2002,16,6,6,classified,Finished,1,7,73
2002,16,7,7,classified,+1 Lap,0,9,72
2002,16,8,8,classified,+1 Lap,0,14,72
2002,16,9,9,classified,+1 Lap,0,10,72
2002,16,10,10,classified,+1 Lap,0,13,72
2002,16,11,11,classified,+1 Lap,0,15,72
2002,16,12,12,classified,+1 Lap,0,12,72
2002,16,13,13,classified,+2 Laps,0,11,71
2002,16,14,14,classified,+2 Laps,0,19,71
2002,16,15,15,classified,+2 Laps,0,16,71
2002,16,16,16,classified,+2 Laps,0,5,71
2002,16,17,R,retired,Engine,0,6,50
2002,16,18,R,retired,Engine,0,20,46
2002,16,19,R,retired,Steering,0,18,38
2002,16,20,R,retired,Transmission,0,17,27
2002,17,1,1,classified,Finished,10,1,53
2002,17,2,2,classified,Finished,6,2,53
2002,17,3,3,classified,Finished,4,4,53
2002,17,4,4,classified,Finished,3,6,53
2002,17,5,5,classified,Finished,2,7,53
2002,17,6,6,classified,+1 Lap,1,10,52
2002,17,7,7,classified,+1 Lap,0,12,52
2002,17,8,8,classified,+1 Lap,0,13,52
2002,17,9,9,classified,+1 Lap,0,14,52
2002,17,10,10,classified,+2 Laps,0,19,51
2002,17,11,11,classified,Engine,0,5,48
2002,17,12,R,retired,Transmission,0,17,39
2002,17,13,R,retired,Engine,0,8,37
2002,17,14,R,retired,Mechanical,0,11,32
2002,17,15,R,retired,Engine,0,9,27
2002,17,16,R,retired,Spun off,0,20,14
2002,17,17,R,retired,Mechanical,0,16,8
2002,17,18,R,retired,Throttle,0,3,7
2002,17,19,R,retired,Accident,0,15,3
2002,17,20,W,withdrawn,Injured,0,18,0
2003,1,1,1,classified,Finished,10,11,58
2003,1,2,2,classified,Finished,8,3,58
2003,1,3,3,classified,Finished,6,15,58
2003,1,4,4,classified,Finished,5,1,58
2003,1,5,5,classified,Finished,4,12,58
2003,1,6,6,classified,Finished,3,4,58
2003,1,7,7,classified,Finished,2,10,58
2003,1,8,8,classified,Finished,1,9,58
2003,1,9,9,classified,Finished,0,6,58
2003,1,10,10,classified,Finished,0,8,58
2003,1,11,11,classified,+1 Lap,0,20,57
2003,1,12,R,retired,Gearbox,0,13,52
2003,1,13,R,retired,Suspension,0,18,52
2003,1,14,R,retired,Fuel pressure,0,5,31
2003,1,15,R,retired,Suspension,0,7,20
2003,1,16,R,retired,Radiator,0,19,16
2003,1,17,R,retired,Suspension,0,14,15
2003,1,18,R,retired,Spun off,0,16,7
2003,1,19,R,retired,Accident,0,17,6
2003,1,20,R,retired,Accident,0,2,5
2003,2,1,1,classified,Finished,10,7,56
2003,2,2,2,classified,Finished,8,5,56
2003,2,3,3,classified,Finished,6,1,56
2003,2,4,4,classified,Finished,5,17,56
2003,2,5,5,classified,+1 Lap,4,2,55
2003,2,6,6,classified,+1 Lap,3,3,55
2003,2,7,7,classified,+1 Lap,2,9,55
2003,2,8,8,classified,+1 Lap,1,6,55
2003,2,9,9,classified,+1 Lap,0,13,55
2003,2,10,10,classified,+1 Lap,0,20,55
2003,2,11,11,classified,+1 Lap,0,11,55
2003,2,12,12,classified,+3 Laps,0,8,53
2003,2,13,13,classified,+4 Laps,0,18,52
2003,2,14,R,retired,Spun off,0,15,42
2003,2,15,R,retired,Mechanical,0,19,41
2003,2,16,R,retired,Engine,0,16,35
2003,2,17,R,retired,Fuel pressure,0,10,12
2003,2,18,R,retired,Electrical,0,4,2
2003,2,19,R,retired,Electrical,0,14,0
2003,2,20,R,retired,Electrical,0,12,0
2003,3,1,1,classified,Finished,10,8,54
2003,3,2,2,classified,Finished,8,4,54
2003,3,3,3,classified,Finished,6,10,54
2003,3,4,4,classified,Finished,5,2,54
2003,3,5,5,classified,Finished,4,14,54
2003,3,6,6,classified,Finished,3,13,54
2003,3,7,7,classified,Finished,2,6,54
2003,3,8,8,classified,Finished,1,5,54
2003,3,9,9,classified,Accident,0,3,53
2003,3,10,10,classified,+1 Lap,0,18,53
2003,3,11,R,retired,Fuel system,0,1,47
2003,3,12,R,retired,Accident,0,11,33
2003,3,13,R,retired,Spun off,0,19,31
2003,3,14,R,retired,Accident,0,7,27
2003,3,15,R,retired,Accident,0,9,25
2003,3,16,R,retired,Accident,0,17,25
2003,3,17,R,retired,Collision,0,15,18
2003,3,18,R,retired,Suspension,0,16,18
2003,3,19,R,retired,Spun off,0,20,16
2003,3,20,R,retired,Engine,0,12,8
2003,4,1,1,classified,Finished,10,1,62
2003,4,2,2,classified,Finished,8,6,62
2003,4,3,3,classified,Finished,6,3,62
2003,4,4,4,classified,Finished,5,2,62
2003,4,5,5,classified,Finished,4,12,62
2003,4,6,6,classified,Finished,3,8,62
2003,4,7,7,classified,Finished,2,4,62
2003,4,8,8,classified,+1 Lap,1,9,61
2003,4,9,9,classified,+1 Lap,0,10,61
2003,4,10,10,classified,+1 Lap,0,11,61
2003,4,11,11,classified,+1 Lap,0,14,61
2003,4,12,12,classified,+1 Lap,0,13,61
